,XLF,XLF,XLI,XLI,XLRE,XLRE,AGG,AGG,SHY,SHY
,close,daily_return,close,daily_return,close,daily_return,close,daily_return,close,daily_return
timestamp,,,,,,,,,,
2019-09-05 04:00:00+00:00,27.45,0.020446096654275214,77.04,0.017970401691332016,39.75,-0.008728179551122262,113.55,-0.004296737986671406,84.88,-0.0022334548019278255
2019-09-06 04:00:00+00:00,27.44,-0.00036429872495435944,77.2,0.0020768431983384517,39.8,0.0012578616352201255,113.67,0.0010568031704094594,84.89,0.00011781338360039584
2019-09-09 04:00:00+00:00,27.86,0.015306122448979442,77.43,0.0029792746113990187,39.5,-0.007537688442211032,113.19,-0.004222750065980496,84.8,-0.0010601955471787328
2019-09-10 04:00:00+00:00,27.97,0.003948312993539149,78.14,0.009169572517112146,38.92,-0.01468354430379748,112.58,-0.005389168654474807,84.66,-0.0016509433962264008
2019-09-11 04:00:00+00:00,28.12,0.005362888809438804,78.87,0.009342206296391042,38.83,-0.002312435765673304,112.6,0.0001776514478593061,84.66,0.0
2019-09-12 04:00:00+00:00,28.28,0.005689900426742556,78.99,0.001521491061239999,39.06,0.005923255215040113,112.42,-0.001598579040852477,84.64,-0.00023623907394276777
2019-09-13 04:00:00+00:00,28.49,0.007425742574257432,79.38,0.004937333839726499,38.59,-0.012032770097286205,111.75,-0.0059597936310265,84.5,-0.0016540642722117083
2019-09-16 04:00:00+00:00,28.39,-0.003510003510003412,79.28,-0.0012597631645250296,38.99,0.010365379632028882,112.05,0.0026845637583892135,84.57,0.0008284023668638785
2019-09-17 04:00:00+00:00,28.39,0.0,79.24,-0.0005045408678103769,39.54,0.014106181072069734,112.22,0.0015171798304327577,84.61,0.00047298096251635613
2019-09-18 04:00:00+00:00,28.52,0.0045790771398379615,79.12,-0.0015143866733972056,39.42,-0.0030349013657055,112.35,0.001158438780965998,84.56,-0.0005909466966079746
2019-09-19 04:00:00+00:00,28.39,-0.004558204768583374,78.72,-0.005055611729019249,39.55,0.003297818366311489,112.51,0.0014241210502894397,84.57,0.00011825922421948576
2019-09-20 04:00:00+00:00,28.09,-0.010567101091933817,77.81,-0.011559959349593418,39.12,-0.010872313527180766,112.92,0.003644120522620087,84.66,0.0010642071656616903
2019-09-23 04:00:00+00:00,28.14,0.0017799928800286136,77.66,-0.0019277727798484579,39.26,0.0035787321063394106,112.97,0.00044279135671265735,84.71,0.0005905976848570305
2019-09-24 04:00:00+00:00,27.86,-0.009950248756218971,77.22,-0.005665722379603388,39.21,-0.0012735608762097783,113.28,0.0027440913516862953,84.8,0.0010624483532051254
2019-09-25 04:00:00+00:00,28.09,0.008255563531945453,77.72,0.0064750064750065395,39.17,-0.0010201479214485554,112.81,-0.004149011299435013,84.69,-0.0012971698113207752
2019-09-26 04:00:00+00:00,27.98,-0.003915984336062661,77.83,0.001415337107565584,39.55,0.009701302016849489,113.0,0.0016842478503678038,84.73,0.00047231078049359
2019-09-27 04:00:00+00:00,28.05,0.0025017869907075774,77.51,-0.004111525118848713,39.29,-0.006573957016434817,113.14,0.0012389380530972716,84.78,0.0005901097604155137
2019-09-30 04:00:00+00:00,28.01,-0.0014260249554366444,77.63,0.0015481873306668614,39.34,0.0012725884448969715,113.17,0.0002651582110659856,84.82,0.00047180938900681646
2019-10-01 04:00:00+00:00,27.42,-0.021063905747947143,75.77,-0.023959809352054662,38.98,-0.009150991357397165,113.12,-0.00044181320137848257,84.78,-0.0004715868898843567
2019-10-02 04:00:00+00:00,26.86,-0.020423048869438465,74.34,-0.018872904843605598,38.76,-0.005643919958953303,113.2,0.0007072135785006761,84.87,0.0010615711252655036
2019-10-03 04:00:00+00:00,26.95,0.003350707371556183,74.83,0.006591337099811634,39.22,0.011867905056759609,113.64,0.003886925795052898,85.05,0.0021208907741250282
2019-10-04 04:00:00+00:00,27.44,0.0181818181818183,75.61,0.010423626887611892,39.4,0.004589495155532974,113.82,0.0015839493136218241,85.04,-0.00011757789535560281
2019-10-07 04:00:00+00:00,27.32,-0.004373177842565634,75.23,-0.0050257902393863185,39.32,-0.0020304568527917954,113.51,-0.002723598664557958,84.95,-0.0010583254938852926
2019-10-08 04:00:00+00:00,26.78,-0.019765739385065872,74.07,-0.015419380566263574,39.14,-0.004577822990844305,113.55,0.00035239185974789144,85.0,0.0005885815185402432
2019-10-09 04:00:00+00:00,27.03,0.00933532486930555,74.7,0.00850546780072925,39.26,0.0030659172202349705,113.49,-0.0005284015852047297,84.95,-0.0005882352941176672
2019-10-10 04:00:00+00:00,27.31,0.010358860525342184,75.38,0.00910307898259699,39.34,0.002037697401936045,113.1,-0.0034364261168384758,84.85,-0.0011771630370807085
2019-10-11 04:00:00+00:00,27.66,0.012815818381545219,76.8,0.018837888033961248,39.23,-0.002796136248093717,112.73,-0.003271441202475578,84.77,-0.0009428403064231095
2019-10-14 04:00:00+00:00,27.69,0.0010845986984815426,76.65,-0.001953124999999889,39.29,0.001529441753759908,112.92,0.001685443094118666,84.78,0.0001179662616492827
2019-10-15 04:00:00+00:00,28.06,0.013362224629830166,77.27,0.008088714938029984,39.32,0.0007635530669380941,112.57,-0.0030995394969890455,84.76,-0.00023590469450340823
2019-10-16 04:00:00+00:00,28.02,-0.0014255167498218313,77.23,-0.0005176653293644806,39.27,-0.0012716174974567451,112.75,0.001599005063516179,84.8,0.0004719207173193851
2019-10-17 04:00:00+00:00,28.04,0.0007137758743753775,77.61,0.004920367732746289,39.53,0.006620830150241952,112.72,-0.0002660753880265876,84.8,0.0
2019-10-18 04:00:00+00:00,28.11,0.0024964336661912334,76.94,-0.008632908130395633,39.91,0.009612952188211343,112.8,0.0007097232079489313,84.83,0.0003537735849057366
2019-10-21 04:00:00+00:00,28.5,0.01387406616862319,77.4,0.005978684689368352,40.18,0.006765221748935124,112.49,-0.002748226950354593,84.79,-0.0004715312978897934
2019-10-22 04:00:00+00:00,28.42,-0.0028070175438595912,78.01,0.007881136950904422,40.07,-0.002737680438028911,112.66,0.0015112454440395773,84.82,0.0003538153084088336
2019-10-23 04:00:00+00:00,28.54,0.004222378606614896,78.0,-0.0001281886937573029,40.12,0.001247816321437334,112.75,0.0007988638380969082,84.81,-0.00011789672247097815
2019-10-24 04:00:00+00:00,28.5,-0.0014015416958653715,78.11,0.001410256410256494,39.98,-0.0034895314057826754,112.78,0.0002660753880265876,84.81,0.0
2019-10-25 04:00:00+00:00,28.65,0.0052631578947368585,78.6,0.006273204455255366,39.49,-0.012256128064031868,112.62,-0.0014186912573150856,84.76,-0.0005895531187359859
2019-10-28 04:00:00+00:00,28.79,0.00488656195462478,78.82,0.002798982188295218,39.07,-0.010635603950367223,112.38,-0.0021310602024507963,84.73,-0.00035394053798964986
2019-10-29 04:00:00+00:00,28.86,0.0024313997915943464,79.08,0.0032986551636640105,39.17,0.0025595085743537194,112.39,8.89838049475955e-05,84.75,0.00023604390416620546
2019-10-30 04:00:00+00:00,28.84,-0.0006930006930007115,79.36,0.0035407182599898057,39.46,0.007403625223385113,112.71,0.0028472284011031856,84.8,0.0005899705014749124
2019-10-31 04:00:00+00:00,28.7,-0.004854368932038833,78.51,-0.010710685483870885,39.32,-0.003547896604156109,113.15,0.003903823973028242,84.95,0.001768867924528461
2019-11-01 04:00:00+00:00,29.12,0.014634146341463428,80.22,0.021780664883454204,39.23,-0.002288911495422319,112.93,-0.0019443216968625388,84.76,-0.0022366097704531462
2019-11-04 05:00:00+00:00,29.37,0.008585164835164916,81.15,0.011593118922961887,38.79,-0.011215906194239067,112.65,-0.002479412025148342,84.7,-0.0007078810759792997
2019-11-05 05:00:00+00:00,29.49,0.004085801838610736,81.32,0.0020948860135550085,38.12,-0.017272492910544,112.23,-0.003728362183755052,84.64,-0.0007083825265643551
2019-11-06 05:00:00+00:00,29.63,0.004747371990505345,81.37,0.0006148548942450649,38.26,0.003672612801678854,112.4,0.0015147465027176565,84.69,0.0005907372400755229
2019-11-07 05:00:00+00:00,29.85,0.00742490718866029,81.65,0.0034410716480275383,37.85,-0.01071615263983261,111.87,-0.0047153024911031904,84.59,-0.001180776951233864
2019-11-08 05:00:00+00:00,29.83,-0.0006700167504188892,81.76,0.0013472137170851273,37.78,-0.001849405548216665,111.81,-0.0005363368195226981,84.6,0.00011821728336669501
2019-11-11 05:00:00+00:00,29.77,-0.002011397921555469,81.8,0.0004892367906066397,37.85,0.0018528321863420238,111.83,0.0001788748770235049,84.61,0.00011820330969269932
2019-11-12 05:00:00+00:00,29.79,0.0006718172657036448,81.79,-0.00012224938875293745,37.6,-0.006605019815059454,111.95,0.0010730573191450876,84.63,0.00023637867864323425
2019-11-13 05:00:00+00:00,29.59,-0.006713662302786139,81.45,-0.004156987406773505,37.98,0.01010638297872335,112.15,0.001786511835641047,84.67,0.0004726456339361196
2019-11-14 05:00:00+00:00,29.67,0.0027036160865157033,81.71,0.0031921424186616143,38.36,0.010005265929436513,112.47,0.002853321444493906,84.75,0.0009448446911539676
2019-11-15 05:00:00+00:00,29.76,0.0030333670374114163,82.31,0.007343042467262473,38.55,0.004953076120959299,112.41,-0.0005334755934915947,84.72,-0.00035398230088501403
2019-11-18 05:00:00+00:00,29.81,0.0016801075268815246,82.0,-0.003766249544405298,38.76,0.005447470817120603,112.62,0.0018681611956232747,84.76,0.00047214353163371747
2019-11-19 05:00:00+00:00,29.86,0.0016772895001677668,81.93,-0.0008536585365852556,38.84,0.002063983488132193,112.7,0.0007103534008168211,84.75,-0.0001179801793299573
2019-11-20 05:00:00+00:00,29.73,-0.004353650368385753,81.33,-0.007323324789454522,38.86,0.000514933058702205,112.97,0.002395740905057675,84.79,0.0004719764011800187
2019-11-21 05:00:00+00:00,29.66,-0.0023545240497814257,81.25,-0.000983646870773347,38.32,-0.013896037056098764,112.81,-0.001416305213773561,84.75,-0.0004717537445454445
2019-11-22 05:00:00+00:00,29.9,0.008091706001348564,81.67,0.005169230769230815,38.12,-0.0052192066805846205,112.87,0.0005318677422214702,84.735,-0.0001769911504424515
2019-11-25 05:00:00+00:00,30.11,0.00702341137123752,82.26,0.007224194930819161,38.13,0.0002623294858343783,112.98,0.0009745725170549058,84.75,0.00017702248185513803
2019-11-26 05:00:00+00:00,30.08,-0.0009963467286615568,82.5,0.0029175784099197966,38.68,0.014424337791764996,113.14,0.0014161798548415483,84.79,0.0004719764011800187
2019-11-27 05:00:00+00:00,30.2,0.003989361702127603,82.42,-0.0009696969696969537,38.8,0.0031023784901758056,113.0,-0.0012374049849743773,84.74,-0.0005896921806818334
2019-11-29 05:00:00+00:00,30.1405,-0.001970198675496637,82.04,-0.004610531424411479,38.63,-0.004381443298968946,112.86,-0.0012389380530973826,84.77,0.00035402407363704924
2019-12-02 05:00:00+00:00,29.96,-0.005988619963172459,80.69,-0.016455387615797235,37.94,-0.0178617654672536,112.49,-0.0032783980152402137,84.61,-0.0018874601863866358
2019-12-03 05:00:00+00:00,29.54,-0.014018691588785104,79.81,-0.010905936299417496,38.25,0.008170795993674318,113.0,0.00453373633211851,84.73,0.0014182720718591835
2019-12-04 05:00:00+00:00,29.82,0.009478672985782088,80.12,0.003884225034456845,38.45,0.005228758169934622,112.81,-0.0016814159292035669,84.69,-0.00047208780833241093
2019-12-05 05:00:00+00:00,29.97,0.005030181086518981,80.14,0.00024962556165752936,38.51,0.001560468140441973,112.68,-0.0011523801081464446,84.65,-0.00047231078049347897
2019-12-06 05:00:00+00:00,30.36,0.013013013013013053,81.11,0.012103818317943604,38.52,0.0002596728122565839,112.52,-0.001419950301739581,84.62,-0.0003544004725339889
2019-12-09 05:00:00+00:00,30.28,-0.0026350461133068936,80.8,-0.003821970163974897,38.57,0.0012980269989615323,112.58,0.0005332385353715718,84.62,0.0
2019-12-10 05:00:00+00:00,30.28,0.0,80.7,-0.0012376237623761277,38.3,-0.007000259268861941,112.54,-0.00035530289571850115,84.58,-0.0004727014890097969
2019-12-11 05:00:00+00:00,30.21,-0.002311756935270859,81.21,0.006319702602230359,38.01,-0.007571801566579661,112.84,0.002665718855517918,84.65,0.0008276188224167758
2019-12-12 05:00:00+00:00,30.82,0.020191989407480904,81.93,0.008865903213890025,37.55,-0.01210207840042099,112.36,-0.004253810705423633,84.57,-0.0009450679267574147
2019-12-13 05:00:00+00:00,30.71,-0.0035691109669045984,81.71,-0.0026852190894667283,37.59,0.0010652463382159194,112.81,0.004004983980064214,84.67,0.0011824524062906683
2019-12-16 05:00:00+00:00,30.82,0.003581895148160097,81.67,-0.0004895361644841056,37.88,0.007714817770683613,112.58,-0.0020388263451821542,84.62,-0.0005905279319711187
2019-12-17 05:00:00+00:00,30.96,0.00454250486696961,81.59,-0.000979551855026295,37.47,-0.010823653643083464,112.59,8.882572392976407e-05,84.64,0.00023635074450489846
2019-12-18 05:00:00+00:00,30.83,-0.004198966408268778,81.25,-0.004167177350165474,38.0,0.014144649052575398,112.37,-0.001953992361666157,84.65,0.00011814744801519339
2019-12-19 05:00:00+00:00,30.8,-0.0009730781706129843,81.47,0.0027076923076923,38.36,0.0094736842105263,112.3,-0.0006229420663879104,84.53,-0.0014176018901359555
2019-12-20 05:00:00+00:00,30.68,-0.003896103896103953,81.53,0.0007364674113170544,38.24,-0.0031282586027110426,112.32,0.00017809439002669514,84.53,0.0
2019-12-23 05:00:00+00:00,30.62,-0.001955671447196883,82.11,0.007113945786827003,38.01,-0.006014644351464593,112.24,-0.0007122507122506727,84.51,-0.00023660238968403746
2019-12-24 05:00:00+00:00,30.66,0.001306335728282093,81.78,-0.004018998903909332,38.06,0.0013154433043935931,112.38,0.0012473271560939914,84.52,0.0001183291918114282
2019-12-26 05:00:00+00:00,30.85,0.006196999347684251,81.98,0.0024455857177794194,38.29,0.006043089858118744,112.48,0.0008898380494750668,84.55,0.00035494557501181134
2019-12-27 05:00:00+00:00,30.77,-0.002593192868719618,81.9,-0.0009758477677481725,38.43,0.003656307129798808,112.63,0.0013335704125176928,84.61,0.0007096392667060858
2019-12-30 05:00:00+00:00,30.68,-0.0029249268768281045,81.52,-0.004639804639804734,38.4,-0.0007806401249024209,112.63,0.0,84.64,0.0003545680179648514
2019-12-31 05:00:00+00:00,30.78,0.0032594524119948787,81.47,-0.0006133464180568815,38.69,0.007552083333333348,112.37,-0.0023084435763117694,84.63,-0.00011814744801519339
2020-01-02 05:00:00+00:00,31.04,0.008447043534762777,83.0,0.018779918988584665,38.22,-0.01214784181959161,112.68,0.0027587434368603336,84.67,0.0004726456339361196
2020-01-03 05:00:00+00:00,30.75,-0.009342783505154606,82.85,-0.001807228915662762,38.5,0.0073260073260073,113.01,0.0029286474973375665,84.74,0.0008267391047596107
2020-01-06 05:00:00+00:00,30.75,0.0,82.88,0.00036210018105009567,38.51,0.0002597402597401821,112.92,-0.0007963897000266007,84.71,-0.00035402407363704924
2020-01-07 05:00:00+00:00,30.53,-0.0071544715447153795,82.71,-0.002051158301158318,38.09,-0.010906258114775191,112.8,-0.0010626992561105775,84.71,0.0
2020-01-08 05:00:00+00:00,30.73,0.0065509335080249365,82.99,0.0033853222101318803,38.28,0.004988185875557827,112.67,-0.0011524822695034853,84.67,-0.00047219926809105583
2020-01-09 05:00:00+00:00,30.92,0.006182883176049536,83.34,0.004217375587420191,38.27,-0.0002612330198537016,112.79,0.0010650572468271502,84.68,0.00011810558639435698
2020-01-10 05:00:00+00:00,30.69,-0.00743855109961189,82.75,-0.007079433645308386,38.64,0.009668147373921965,112.98,0.0016845465023493933,84.7,0.00023618327822383378
2020-01-13 05:00:00+00:00,30.93,0.00782013685239491,83.43,0.00821752265861031,39.11,0.012163561076604434,112.91,-0.0006195786864932051,84.69,-0.00011806375442746653
2020-01-14 05:00:00+00:00,30.84,-0.0029097963142580285,83.44,0.00011986096128469015,38.92,-0.004858092559447691,113.01,0.0008856611460454911,84.71,0.000236155390246795
2020-01-15 05:00:00+00:00,30.67,-0.005512321660181563,83.57,0.0015580057526365376,39.21,0.007451181911613647,113.18,0.0015042916556056163,84.74,0.00035414945106837514
2020-01-16 05:00:00+00:00,30.94,0.008803390935767874,84.4,0.00993179370587538,39.54,0.008416220351950887,113.18,0.0,84.74,0.0
2020-01-17 05:00:00+00:00,31.03,0.0029088558500323103,84.41,0.00011848341232223447,39.59,0.0012645422357107083,113.05,-0.00114861282912182,84.77,0.00035402407363704924
2020-01-21 05:00:00+00:00,30.78,-0.008056719303899507,83.48,-0.011017651936974238,39.99,0.01010356150543057,113.37,0.002830605926581242,84.79,0.0002359325232985654
2020-01-22 05:00:00+00:00,30.86,0.002599090318388564,83.04,-0.005270723526593191,39.67,-0.008002000500125006,113.43,0.000529240539825393,84.805,0.0001769076542044168
2020-01-23 05:00:00+00:00,30.78,-0.0025923525599480524,83.94,0.010838150289017134,40.05,0.009579026972523108,113.58,0.0013224014810895302,84.84,0.0004127115146512761
2020-01-24 05:00:00+00:00,30.37,-0.013320337881741362,83.55,-0.004646175839885691,39.99,-0.0014981273408238849,113.79,0.0018489170628632756,84.87,0.0003536067892504491
2020-01-27 05:00:00+00:00,29.89,-0.015805070793546316,81.97,-0.018910831837223196,39.82,-0.004251062765691427,114.14,0.0030758414623428543,84.96,0.001060445387062403
2020-01-28 05:00:00+00:00,30.26,0.01237872198059553,82.5,0.006465780163474433,39.92,0.0025113008538424353,114.04,-0.0008761170492377346,84.92,-0.00047080979284364055
2020-01-29 05:00:00+00:00,30.21,-0.0016523463317911213,82.94,0.005333333333333412,39.71,-0.0052605210420841875,114.3,0.0022799017888459616,85.0,0.0009420631182288641
2020-01-30 05:00:00+00:00,30.6,0.012909632571995955,83.03,0.0010851217747769315,39.8,0.002266431629312393,114.31,8.748906386712996e-05,85.01,0.00011764705882355564
2020-01-31 05:00:00+00:00,29.95,-0.021241830065359513,81.11,-0.02312417198602912,39.23,-0.014321608040200995,114.65,0.002974367946811274,85.12,0.0012939654158334868
2020-02-03 05:00:00+00:00,30.17,0.007345575959933237,81.08,-0.0003698680803846388,39.27,0.0010196278358400868,114.37,-0.002442215438290485,84.96,-0.001879699248120481
2020-02-04 05:00:00+00:00,30.46,0.009612197547232304,82.61,0.01887025160335476,39.78,0.01298701298701288,113.99,-0.0033225496196556126,84.87,-0.0010593220338981357
2020-02-05 05:00:00+00:00,31.07,0.020026263952724888,83.99,0.016704999394746345,39.75,-0.0007541478129713397,113.82,-0.001491358891130834,84.81,-0.0007069635913751204
2020-02-06 05:00:00+00:00,31.03,-0.001287415513356871,84.26,0.0032146684129064074,39.92,0.00427672955974856,113.89,0.0006150061500616033,84.83,0.00023582124749443878
2020-02-07 05:00:00+00:00,30.92,-0.0035449564937157785,83.65,-0.007239496795632516,39.94,0.0005010020040079333,114.22,0.002897532706997996,84.88,0.0005894141223623528
2020-02-10 05:00:00+00:00,31.01,0.002910737386804696,84.12,0.005618649133293463,40.4,0.011517275913870861,114.35,0.0011381544388022746,84.92,0.00047125353440158335
2020-02-11 05:00:00+00:00,31.13,0.003869719445340092,84.44,0.0038040893961006628,40.89,0.01212871287128725,114.21,-0.0012243113248797677,84.88,-0.0004710315591145431
2020-02-12 05:00:00+00:00,31.13,0.0,85.23,0.00935575556608259,41.15,0.0063585228662264015,114.09,-0.0010506960861570436,84.84,-0.0004712535344013613
2020-02-13 05:00:00+00:00,31.13,0.0,84.75,-0.005631819781767078,41.4,0.0060753341433779084,114.17,0.0007012008063809194,84.86,0.00023573785950015136
2020-02-14 05:00:00+00:00,31.17,0.0012849341471250497,84.64,-0.0012979351032448294,41.88,0.011594202898550732,114.29,0.0010510642025050032,84.895,0.0004124440254535955
2020-02-18 05:00:00+00:00,30.87,-0.009624639076034724,84.16,-0.005671077504725952,41.84,-0.0009551098376312517,114.44,0.001312450783095498,84.93,0.0004122739855116908
2020-02-19 05:00:00+00:00,31.12,0.008098477486232492,84.09,-0.0008317490494296198,41.25,-0.014101338432122468,114.41,-0.0002621461027613181,84.94,0.00011774402449060695
2020-02-20 05:00:00+00:00,31.07,-0.0016066838046272514,84.01,-0.0009513616363420185,41.71,0.011151515151515135,114.67,0.0022725286251201737,84.96,0.00023546032493526603
2020-02-21 05:00:00+00:00,30.78,-0.009333762471837703,83.59,-0.00499940483275807,41.93,0.005274514504914896,114.9,0.0020057556466381854,85.03,0.0008239171374766485
2020-02-24 05:00:00+00:00,29.76,-0.033138401559454134,81.19,-0.028711568369422236,41.37,-0.013355592654424098,115.27,0.0032201914708440693,85.17,0.0016464777137481512
2020-02-25 05:00:00+00:00,28.77,-0.03326612903225812,77.89,-0.04064539967976344,40.33,-0.0251389896059947,115.47,0.0017350568231109254,85.26,0.0010567101091933928
2020-02-26 05:00:00+00:00,28.55,-0.00764685436218282,77.31,-0.007446398767492646,39.98,-0.008678403173816074,115.35,-0.0010392309690828716,85.32,0.0007037297677690013
2020-02-27 05:00:00+00:00,27.33,-0.04273204903677763,74.44,-0.03712326995214077,37.72,-0.05652826413206602,115.37,0.000173385348938071,85.42,0.001172058134083498
2020-02-28 05:00:00+00:00,26.64,-0.02524698133918768,73.08,-0.018269747447608786,36.79,-0.024655355249204702,116.22,0.007367599895986787,85.73,0.003629126668227567
2020-03-02 05:00:00+00:00,27.95,0.049174174174174023,75.66,0.03530377668308704,38.62,0.049741777656971964,115.94,-0.0024092238857339465,85.57,-0.0018663245071738332
2020-03-03 05:00:00+00:00,26.89,-0.037924865831842514,73.77,-0.02498017446471057,38.59,-0.0007767995857067556,116.73,0.0068138692427117675,85.905,0.003914923454481745
2020-03-04 05:00:00+00:00,27.73,0.031238378579397486,76.85,0.04175138945370738,40.09,0.038870173620108917,116.64,-0.0007710100231302919,85.92,0.00017461148943609395
2020-03-05 05:00:00+00:00,26.45,-0.04615939415795167,73.07,-0.04918672739102148,39.17,-0.02294836617610385,117.0,0.0030864197530864335,86.1,0.0020949720670391248
2020-03-06 05:00:00+00:00,25.56,-0.03364839319470703,72.45,-0.008485014369782218,38.5,-0.017104927240234935,117.86,0.0073504273504272355,86.2,0.0011614401858304202
2020-03-09 04:00:00+00:00,23.19,-0.09272300469483563,65.77,-0.09220151828847489,35.78,-0.07064935064935063,117.71,-0.001272696419480801,86.67,0.005452436194895549
2020-03-10 04:00:00+00:00,24.15,0.04139715394566612,69.18,0.05184734681465741,37.52,0.048630519843487985,116.38,-0.011298955059043436,86.29,-0.004384446752047966
2020-03-11 04:00:00+00:00,22.825,-0.054865424430641796,65.12,-0.058687481931194,35.51,-0.053571428571428714,114.72,-0.014263619178553011,86.19,-0.0011588828369453186
2020-03-12 04:00:00+00:00,21.11,-0.07513691128148958,58.365,-0.1037315724815725,32.46,-0.08589129822585184,113.05,-0.014557182705718263,86.17,-0.0002320454809142669
2020-03-13 04:00:00+00:00,23.08,0.09332070108953094,62.94,0.07838601901824727,35.31,0.08780036968576721,111.86,-0.010526315789473717,86.28,0.001276546361842934
2020-03-16 04:00:00+00:00,19.4799,-0.15598353552859612,56.3,-0.10549729901493488,31.8,-0.0994052676295667,111.4001,-0.004111389236545748,86.42,0.001622624014835372
2020-03-17 04:00:00+00:00,20.97,0.07649423251659404,58.37,0.0367673179396093,31.46,-0.010691823899371067,110.79,-0.005476655766018079,86.22,-0.002314279102059724
2020-03-18 04:00:00+00:00,19.02,-0.09298998569384831,53.9301,-0.0760647592941579,29.25,-0.07024793388429751,106.57,-0.0380900803321601,86.11,-0.001275806077476238
2020-03-19 04:00:00+00:00,19.61,0.031019978969505813,54.11,0.003335799488597191,28.79,-0.01572649572649576,108.95,0.02233273904475941,86.26,0.0017419579607480529
2020-03-20 04:00:00+00:00,18.91,-0.03569607343192249,51.4,-0.05008316392533729,27.16,-0.056616880861410146,110.03,0.009912804038549883,86.49,0.002666357523765317
2020-03-23 04:00:00+00:00,17.65,-0.06663141195134858,48.77,-0.051167315175097206,25.46,-0.0625920471281296,112.64,0.023720803417249803,86.59,0.001156203029252012
2020-03-24 04:00:00+00:00,19.85,0.12464589235127499,54.94,0.12651220012302633,27.68,0.0871956009426551,113.57,0.008256392045454586,86.47,-0.0013858413211688125
2020-03-25 04:00:00+00:00,20.39,0.02720403022670026,57.76,0.051328722242446334,28.91,0.04443641618497107,114.73,0.010213964955534172,86.57,0.0011564704521798141
2020-03-26 04:00:00+00:00,21.69,0.06375674350171656,61.48,0.06440443213296398,31.2,0.07921134555517129,115.08,0.003050640634533197,86.67,0.0011551345731779517
2020-03-27 04:00:00+00:00,21.01,-0.03135085292761641,58.89,-0.042127521145087776,31.21,0.0003205128205128194,115.58,0.004344803614876547,86.65,-0.0002307603553709514
2020-03-30 04:00:00+00:00,21.41,0.0190385530699666,59.75,0.014603498047206731,32.02,0.025953220121755827,115.68,0.0008652015919710099,86.69,0.00046162723600673417
2020-03-31 04:00:00+00:00,20.82,-0.027557216254086914,58.96,-0.013221757322175676,31.0,-0.03185509056839486,115.37,-0.002679806362378967,86.67,-0.00023070711731454363
2020-04-01 04:00:00+00:00,19.55,-0.060999039385206566,56.35,-0.04426729986431477,29.12,-0.0606451612903226,114.73,-0.005547369333448904,86.62,-0.000576900888427323
2020-04-02 04:00:00+00:00,20.04,0.025063938618925752,57.03,0.01206743566992019,29.55,0.014766483516483575,114.9,0.0014817397367732354,86.64,0.00023089355806971135
2020-04-03 04:00:00+00:00,19.64,-0.019960079840319334,56.34,-0.012098895318253478,29.3,-0.008460236886632777,114.98,0.0006962576153175526,86.62,-0.00023084025854103185
2020-04-06 04:00:00+00:00,21.05,0.07179226069246436,60.24,0.06922257720979763,31.42,0.07235494880546067,115.54,0.0048704122456080245,86.56,-0.0006926806742092451
2020-04-07 04:00:00+00:00,21.26,0.009976247030878849,60.1,-0.0023240371845949515,31.43,0.0003182686187142014,115.7,0.0013848018002422524,86.54,-0.00023105360443620437
2020-04-08 04:00:00+00:00,22.19,0.04374412041392284,62.28,0.03627287853577377,33.79,0.07508749602290798,115.81,0.0009507346585997389,86.59,0.0005777675063554089
2020-04-09 04:00:00+00:00,23.38,0.05362776025236582,63.22,0.015093127809890694,35.52,0.05119857946137918,117.25,0.012434159399015599,86.62,0.0003464603302922864
2020-04-13 04:00:00+00:00,22.53,-0.036355859709153004,61.37,-0.029262891490034804,33.9,-0.045608108108108225,116.7,-0.004690831556503183,86.63,0.00011544677903474465
2020-04-14 04:00:00+00:00,22.63,0.004438526409232146,62.49,0.01824995926348394,35.03,0.03333333333333344,116.76,0.0005141388174807471,86.625,-5.771672630727753e-05
2020-04-15 04:00:00+00:00,21.65,-0.04330534688466636,60.81,-0.02688430148823806,33.68,-0.038538395660862146,117.24,0.004110996916752319,86.66,0.00040404040404040664
2020-04-16 04:00:00+00:00,21.27,-0.01755196304849882,60.27,-0.008880118401578652,33.46,-0.0065320665083135054,117.39,0.0012794268167861667,86.68,0.00023078698361422845
2020-04-17 04:00:00+00:00,22.4,0.05312646920545361,63.1,0.04695536751285867,34.54,0.03227734608487731,117.25,-0.0011926058437686793,86.65,-0.00034610059990769493
2020-04-20 04:00:00+00:00,22.0,-0.017857142857142794,61.42,-0.026624405705229837,33.26,-0.03705848291835556,117.08,-0.0014498933901918587,86.65,0.0
2020-04-21 04:00:00+00:00,21.29,-0.03227272727272734,59.97,-0.023607945294692345,32.77,-0.014732411304870574,117.14,0.0005124701059104897,86.67,0.00023081361800336708
2020-04-22 04:00:00+00:00,21.52,0.01080319398778773,60.54,0.009504752376188197,33.34,0.01739395788831244,117.14,0.0,86.64,-0.0003461405330564826
2020-04-23 04:00:00+00:00,21.42,-0.004646840148698761,61.08,0.008919722497522375,32.96,-0.011397720455908922,117.42,0.0023903022024927,86.63,-0.00011542012927057144
2020-04-24 04:00:00+00:00,21.74,0.014939309056956063,61.57,0.008022265880812007,33.08,0.003640776699028958,117.3595,-0.0005152444217340069,86.63,0.0
